#;Hasomed RehaGait raw measurement data file;
#;Contains sensor calibrated raw values;
#;File version;3;
#;App version;1.3.16;
#;App type;36;
#;Patient ID;-1;
#;Patient name;COKI10367;EJ;
#;Patient date of birth;1942-12-25 00-00-00;
#;Patient age at measurement date;78,500000;years;
#;Patient body height;174;cm;
#;Measurement date;2021-06-01 14-59-35;
#;Sensor serial;1824;Sensor position;0; Sample rate;100;
#;Sensor serial;1825;Sensor position;1; Sample rate;100;
#;Sensor serial;1826;Sensor position;6; Sample rate;100;
#;Accelerometer data unit;Metre per second squared;
#;Gyroscope data unit;Degree per second;
#;Magnetic field data unit;Gauss;
#;Examiner;EJ;
#;Patient-ID;COKI10367;
#;Patient trial time;1;T1;
#;Assessment type;17;StraightWalkNormalPace;
#;Tool type;0;None;
# Sample number;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Init algo done;Pause;
1633;0;2.1606;1.9272;10.4247;-124.2200;-204.5319;64.3538;0.1293;-0.2227;-1.0029;1;1.3784;2.4916;8.9223;19.0102;1.9825;5.8996;0.2882;-0.1081;-0.6844;6;8.0354;2.5890;0.7843;7.4062;0.2548;-5.0746;-1.7270;-0.5171;-0.0680;1;0;
1634;0;1.3173;1.6372;10.3551;-129.6935;-206.2384;57.6811;0.0716;-0.1838;-1.0383;1;1.4947;2.7794;9.0430;15.0892;1.8723;5.0321;0.2822;-0.1261;-0.7025;6;8.4294;1.8490;0.5621;10.3369;-0.1194;-4.4585;-1.6950;-0.5346;-0.0147;1;0;
1635;0;0.3640;3.0895;10.9623;-139.0725;-205.2342;51.3315;-0.0019;-0.1234;-1.0239;1;1.1524;2.5502;9.0939;10.9978;1.0164;3.9857;0.2882;-0.1021;-0.6844;6;8.0852;2.3611;0.3846;11.6016;0.5232;-4.7063;-1.7280;-0.5746;-0.0699;1;0;
1636;0;-0.2111;3.5965;12.4635;-153.6459;-201.7998;43.6236;-0.1575;-0.1510;-0.9505;1;0.6948;2.0909;9.0831;8.4080;0.8631;3.6638;0.2942;-0.1081;-0.6784;6;8.4859;2.1333;0.5634;12.9021;1.7877;-5.8721;-1.6955;-0.5356;-0.0680;1;0;
1637;0;-0.0796;3.9969;13.1028;-157.2898;-196.2034;35.0257;-0.2297;-0.0705;-0.9020;1;1.2246;2.2084;9.8550;6.3999;0.9010;3.3066;0.2822;-0.1081;-0.6844;6;8.6019;1.7352;0.6796;14.3893;2.7775;-6.9842;-1.7586;-0.5175;-0.0509;1;0;
1638;0;-0.5428;4.5096;14.1390;-147.5695;-189.2492;26.2894;-0.3008;0.0106;-0.8367;1;1.0468;2.4375;9.5599;7.8871;0.5124;3.1158;0.2762;-0.1021;-0.6784;6;8.4831;1.8488;0.3915;15.6890;4.7274;-9.2507;-1.7270;-0.5171;-0.0680;1;0;
1639;0;-1.2022;4.1588;14.2485;-137.0644;-182.5389;19.1065;-0.3846;-0.0397;-0.7765;1;0.9293;2.2068;9.3809;8.8642;-0.5304;2.9626;0.2882;-0.1081;-0.7025;6;8.8323;1.5076;0.8553;17.9630;6.1832;-11.0279;-1.6956;-0.5914;0.0191;1;0;
1640;0;-1.5149;4.2256;13.6001;-136.3869;-176.0623;14.6867;-0.4889;0.0252;-0.6803;1;0.8722;2.0919;9.3793;8.4214;-0.1997;2.4408;0.3062;-0.1021;-0.6844;6;8.8201;2.1326;0.2263;18.4031;8.3297;-10.0098;-1.6959;-0.5548;-0.0686;1;0;
1641;0;-2.4697;3.6382;13.9993;-150.2918;-170.5939;11.5046;-0.5055;0.1429;-0.5772;1;0.9915;2.5531;9.6764;6.4854;-0.3067;3.0367;0.2882;-0.0961;-0.6844;6;8.6535;1.7349;0.3945;18.8438;9.7445;-8.9055;-1.6953;-0.5537;-0.0153;1;0;
1642;0;-3.2273;4.8465;15.4301;-162.2900;-163.4537;7.8427;-0.5155;0.1290;-0.4614;1;1.4491;2.3795;9.6259;5.9576;-0.2213;2.8242;0.3002;-0.1201;-0.6965;6;8.7036;1.2227;-0.0055;18.4355;9.9764;-8.0924;-1.6951;-0.5349;-0.0324;1;0;
1643;0;-3.3810;6.1109;16.9876;-163.2460;-154.7795;0.3542;-0.4620;0.2423;-0.3877;1;0.7668;2.5545;9.9064;4.5935;0.2633;3.2288;0.3062;-0.0901;-0.6844;6;8.5876;1.5071;-0.1218;17.3626;10.7025;-7.7780;-1.7591;-0.5555;-0.0343;1;0;
1644;0;-4.5780;7.3906;17.4175;-149.7963;-141.9021;-12.5138;-0.4364;0.1878;-0.3046;1;0.8216;2.0360;9.7294;5.1069;-0.5634;3.5380;0.2822;-0.1021;-0.6965;6;8.5933;1.1092;0.1641;16.5076;10.9244;-8.3959;-1.7279;-0.5558;-0.0870;1;0;
1645;0;-6.1367;9.0794;17.8359;-124.5366;-123.6916;-29.7200;-0.3426;0.2246;-0.2144;1;0.9366;1.8058;9.7306;6.2123;-1.4398;4.4893;0.2942;-0.1201;-0.6544;6;8.5839;1.1088;-0.3510;17.3110;11.6555;-10.5652;-1.7275;-0.5551;-0.0515;1;0;
1646;0;-5.9949;9.5724;15.7308;-97.8736;-103.9044;-48.1090;-0.2880;0.2612;-0.1765;1;1.5055;2.2642;9.5679;8.0533;-2.2189;5.1285;0.3002;-0.1021;-0.6784;6;8.6906;1.6203;-0.6919;17.4917;11.2457;-11.7108;-1.6960;-0.5921;-0.0165;1;0;
1647;0;-6.6496;10.3095;12.8499;-82.1656;-88.1289;-62.2341;-0.2455;0.2053;-0.1091;1;1.0514;2.3235;9.7937;9.5942;-3.3718;5.8024;0.2942;-0.1021;-0.6904;6;8.6850;1.0513;-1.0358;16.9693;10.6516;-8.4734;-1.6960;-0.5736;-0.0514;1;0;
1648;0;-8.3003;9.7464;11.3687;-79.6455;-80.4006;-69.6022;-0.2319;0.2600;-0.1399;1;1.1586;2.7818;9.4464;10.7347;-3.2017;6.1942;0.2942;-0.1081;-0.6904;6;8.7979;0.6530;-1.0912;16.2353;8.9448;-1.9199;-1.7128;-0.6127;-0.0708;1;0;
1649;0;-10.1704;9.8685;11.1008;-84.9577;-87.4971;-73.0723;-0.2117;0.2604;-0.1053;1;0.8175;2.4954;9.5557;11.3228;-4.7100;6.2919;0.3002;-0.1021;-0.6844;6;8.9191;0.3689;-0.6887;14.4669;7.9895;3.1648;-1.6972;-0.6315;-0.0710;1;0;
1650;0;-12.2813;9.9910;10.8287;-84.3159;-106.2331;-70.8110;-0.1744;0.2789;-0.0691;1;1.2278;2.8996;10.0924;12.9200;-5.4245;7.4852;0.2882;-0.1081;-0.6965;6;8.7483;-0.0291;-0.7494;13.2353;7.7725;3.4457;-1.6967;-0.6120;-0.0527;1;0;
1651;0;-13.5994;10.2218;11.1529;-72.6678;-127.6642;-63.3950;-0.1765;0.3550;-0.0500;1;2.4085;3.1800;8.9453;12.1995;-7.5277;8.2088;0.2882;-0.0961;-0.7025;6;8.5152;-0.1997;-1.0971;10.9173;6.9903;0.6819;-1.7282;-0.5935;-0.0527;1;0;
1652;0;-15.2135;9.2252;11.6623;-57.4707;-138.9950;-51.5912;-0.1546;0.3371;0.0008;1;1.4617;2.7277;10.3304;15.8941;-9.8322;9.0305;0.2882;-0.1081;-0.6904;6;8.8021;-0.1999;-0.9202;7.4213;5.9660;-0.0514;-1.6969;-0.6123;-0.0704;1;0;
1653;0;-16.5501;8.3026;10.8916;-37.0681;-134.1346;-40.1169;-0.1744;0.3562;-0.0164;1;0.8350;2.6145;10.4935;23.5369;-11.3397;8.1035;0.2942;-0.1201;-0.6844;6;9.2523;-0.4849;-1.1410;2.2094;3.9301;3.9907;-1.6647;-0.5925;-0.0692;1;0;
1654;0;-17.4589;6.5005;10.4313;-19.3745;-115.9177;-28.1653;-0.2066;0.3407;0.0312;1;0.3034;0.9431;9.4803;22.8360;-14.0213;9.7830;0.2822;-0.1261;-0.7085;6;9.5936;0.5952;-1.0194;3.9670;1.3580;2.9342;-1.6812;-0.5939;-0.1228;1;0;
1655;0;-17.6653;6.1105;8.9732;-7.6113;-93.2957;-17.2431;-0.1489;0.3017;0.0667;1;1.4597;2.6122;10.2127;11.6905;-21.0656;12.7175;0.2762;-0.1141;-0.6844;6;9.3029;1.1640;-1.3676;9.0986;-0.1329;-1.3795;-1.7128;-0.6127;-0.0708;1;0;
1656;0;-17.0216;4.8395;7.8914;-8.9237;-71.6830;-8.6082;-0.1152;0.3568;0.0705;1;1.5367;2.6742;11.2685;-9.4794;-33.8673;19.4023;0.2702;-0.1141;-0.6904;6;9.6415;0.9929;-1.4759;9.5982;-1.4178;-5.1843;-1.7278;-0.5928;-0.0171;1;0;
1657;0;-16.2440;4.4920;7.6176;-14.6123;-52.7579;-3.6056;-0.1345;0.4148;0.0880;1;1.6118;2.5632;12.2064;1.4363;-37.7727;16.4420;0.2822;-0.1321;-0.6844;6;9.4803;0.4248;-1.0217;12.3726;-1.5825;-10.7077;-1.6652;-0.6305;-0.0526;1;0;
1658;0;-55.0439;69.4427;15.4611;-552.0248;156.5581;-136.7392;-0.1265;0.3228;0.1522;1;1.6634;2.6769;11.9151;-0.5117;-51.7581;21.0542;0.2882;-0.1081;-0.6965;6;8.9630;0.6526;-1.3743;11.3095;-0.1296;-10.1418;-1.7126;-0.6123;-0.0530;1;0;
1659;0;-26.8295;-8.7266;-2.9679;12.5363;182.3517;-63.5525;-0.1102;0.3403;0.1370;1;1.9023;2.1609;12.3858;10.3976;-61.6071;20.7722;0.2882;-0.1141;-0.6965;6;9.4180;1.5620;-1.2507;14.2047;-0.5131;-4.6081;-1.6799;-0.5729;-0.0333;1;0;
1660;0;-7.7305;27.2852;27.3276;85.9000;252.8029;-24.2554;-0.0347;0.3584;0.2088;1;0.0365;6.3260;17.1120;-20.5461;-74.7002;10.6754;0.2942;-0.1261;-0.6904;6;9.4224;4.7471;-0.7904;19.3845;-6.3364;-3.9185;-1.7115;-0.5733;-0.0162;1;0;
1661;0;6.9067;-6.5278;9.5050;302.9614;199.6929;7.3260;-0.1116;0.3975;0.1556;1;1.8309;5.2342;18.0199;-8.9709;-104.1028;18.7725;0.2642;-0.1261;-0.6904;6;12.1172;6.2236;0.8622;19.2367;-20.2186;0.6456;-1.7278;-0.5928;-0.0171;1;0;
1662;0;2.3288;0.1446;12.9600;98.3619;148.2367;-37.7532;-0.0723;0.3204;0.1553;1;0.0281;5.3595;19.6255;-1.3111;-132.7217;29.1317;0.2822;-0.1321;-0.6965;6;14.1912;5.7106;2.5591;4.8061;-28.1638;17.9135;-1.6484;-0.6099;0.0016;1;0;
1663;0;-7.2576;7.0327;8.9694;-13.4749;84.7030;-37.2664;-0.1241;0.3434;0.2031;1;0.7946;4.2702;20.6893;-0.2828;-166.0696;34.1800;0.2522;-0.1261;-0.6784;6;15.8866;5.5944;2.1896;6.3011;-24.4728;27.9455;-1.6640;-0.5911;0.0019;1;0;
1664;0;-1.0758;3.4797;7.8968;55.7509;72.9773;1.8980;-0.0899;0.3601;0.1890;1;1.2596;2.9477;20.9265;25.8687;-198.1286;37.2907;0.2522;-0.1261;-0.6904;6;15.2001;3.3202;1.7175;20.8256;-14.1493;12.5073;-1.7119;-0.5924;-0.0168;1;0;
1665;0;0.4613;1.4144;9.5841;56.6176;78.9207;13.1798;-0.0865;0.3041;0.2040;1;-0.0547;2.8356;21.0764;21.3463;-235.0509;40.5181;0.2342;-0.1201;-0.6784;6;12.5188;1.8442;0.8089;14.1361;0.9384;-3.9492;-1.6634;-0.5900;0.0552;1;0;
1666;0;-2.8841;3.9671;11.0693;48.8734;73.5450;16.5126;-0.0538;0.3586;0.1910;1;-0.4170;3.3632;23.1799;19.6464;-271.6550;38.6560;0.2161;-0.1381;-0.6724;6;9.9530;2.2449;0.1327;8.8277;9.3283;-20.2250;-1.6955;-0.5726;0.0019;1;0;
1667;0;-1.1791;0.2611;8.6358;57.8014;49.6776;33.3511;-0.0899;0.4375;0.2417;1;-1.0696;1.5890;24.8575;47.9783;-308.9419;33.7328;0.2161;-0.1321;-0.6844;6;8.7635;3.7251;0.3409;5.3316;11.0007;-22.2274;-1.6951;-0.5719;0.0374;1;0;
1668;0;-1.2787;1.2964;9.8468;41.2110;34.9414;26.8121;-0.0517;0.3597;0.2246;1;-1.2676;0.7201;23.3858;87.5111;-342.1632;28.0436;0.1801;-0.1501;-0.6784;6;8.1368;4.0101;0.2152;3.2419;7.7056;-15.2769;-1.6472;-0.5705;0.0562;1;0;
1669;0;-0.4863;0.9386;10.3906;35.3354;24.2380;16.6278;-0.0773;0.4142;0.1415;1;-0.4427;1.5872;24.6939;94.2570;-363.2331;24.3492;0.1681;-0.1741;-0.6544;6;8.7003;3.8955;-0.0034;0.4880;2.2704;-5.5276;-1.6479;-0.5904;0.0200;1;0;
1670;0;-0.7860;0.8215;10.4452;23.1951;12.8488;2.2018;-0.0172;0.3959;0.2278;1;2.5123;3.6037;26.6922;158.7800;-372.1850;12.4074;0.1501;-0.1561;-0.6544;6;8.5318;4.1802;0.1082;0.0875;-2.9682;1.1106;-1.6646;-0.6479;0.0356;1;0;
1671;0;-0.6900;1.6545;9.1522;23.1378;8.5179;0.6324;-0.1110;0.3591;0.1376;1;4.9729;4.0727;29.6695;190.0537;-364.8596;10.3059;0.1201;-0.1621;-0.6544;6;8.6510;3.7253;0.3961;4.3484;-7.5761;4.0805;-1.6479;-0.5904;0.0200;1;0;
1672;0;-0.1355;1.5283;9.8640;16.6204;9.7923;1.5414;-0.0739;0.3582;0.1565;1;4.0291;-1.4115;24.6492;250.1396;-375.2087;12.4735;0.1021;-0.1801;-0.6424;6;9.4644;3.6683;1.4408;9.9120;-9.6405;5.8334;-1.7123;-0.6489;0.0347;1;0;
1673;0;-0.7974;1.4708;9.8531;15.8793;6.6997;-5.2515;-0.0342;0.3200;0.1909;1;-2.9948;-0.1555;19.7766;248.2226;-376.1790;13.3817;0.0660;-0.2161;-0.6244;6;9.5220;3.8388;1.4992;14.0469;-10.1925;10.3758;-1.6636;-0.5904;0.0375;1;0;
1674;0;-0.9248;1.9423;9.4947;13.7016;5.0232;-4.1226;-0.0896;0.3796;0.2063;1;-2.4274;-8.5376;-2.6195;304.5579;-305.3355;12.6606;0.0540;-0.2402;-0.6004;6;10.1001;2.8718;2.0240;14.2992;-8.1642;15.3928;-1.6792;-0.5715;0.0378;1;0;
1675;0;-0.7446;2.2339;9.4942;13.3690;5.0300;-6.3633;-0.0543;0.3969;0.2090;1;-16.1308;-11.7524;-6.7623;251.5867;-194.5717;-24.0704;0.0480;-0.2642;-0.6064;6;10.4957;2.5300;1.9165;14.5854;-3.6107;16.2196;-1.7267;-0.5722;0.0546;1;0;
1676;0;-0.6926;2.0062;9.0310;15.1859;5.3144;-4.4117;-0.1097;0.3792;0.1718;1;-0.8273;-12.0373;-0.0866;79.3377;-118.6306;-17.0287;0.0300;-0.2822;-0.5764;6;10.3245;2.4733;1.8561;18.3356;-0.8088;13.9482;-1.6635;-0.5715;0.0203;1;0;
1677;0;-0.3829;2.5245;9.5553;9.6939;5.0409;-3.4261;-0.0384;0.3949;0.1765;1;-2.2720;-4.6598;2.9640;38.6850;-54.3231;-14.5918;0.0120;-0.2702;-0.5584;6;10.1006;2.4737;2.0237;18.2878;2.5820;13.0857;-1.6961;-0.6294;0.0356;1;0;
1678;0;-0.4392;1.9971;9.7361;8.2158;5.0241;-2.9773;-0.0350;0.3389;0.1915;1;-9.7819;-0.8238;9.0442;-60.2992;31.0801;-25.6730;0.0240;-0.3002;-0.5524;6;9.0710;2.2471;1.5469;15.6022;6.6903;11.0173;-1.6474;-0.5709;0.0384;1;0;
1679;0;-0.5617;2.0571;9.6164;6.4456;4.8872;-3.6654;-0.1234;0.3246;0.2025;1;-7.0442;-3.8807;8.1460;28.7573;54.3707;-33.0940;0.0060;-0.3002;-0.5404;6;9.9837;2.7012;1.8501;14.2303;9.9989;7.3976;-1.6805;-0.6297;0.0004;1;0;
1680;0;-0.3251;1.9429;9.3885;6.0902;4.3981;-4.3789;-0.0899;0.3601;0.1890;1;-5.9454;-3.4199;8.7548;31.6654;58.7731;-31.7239;0.0180;-0.3122;-0.5584;6;9.7556;2.7583;1.7887;13.7023;13.1662;3.0140;-1.6639;-0.6095;0.0369;1;0;
1681;0;-0.8025;2.1157;9.6114;4.7929;4.2311;-4.1202;-0.0381;0.3371;0.1412;1;-5.5368;-4.5965;2.9601;41.5186;55.7976;-30.1048;0.0300;-0.3122;-0.5524;6;9.6395;2.2465;1.6145;12.7801;14.1366;1.1442;-1.6788;-0.5708;0.0733;1;0;
1682;0;-0.6839;1.8252;9.5004;3.4005;4.4027;-4.6218;-0.1469;0.3802;0.1529;1;-6.2875;-4.3665;2.6539;-7.3454;66.6873;-25.5198;0.0360;-0.3122;-0.5343;6;9.2358;2.4173;1.2640;10.4408;14.2673;2.6594;-1.6798;-0.6099;0.0365;1;0;
1683;0;-0.8692;1.4206;9.2104;5.2090;5.5519;-4.8041;-0.1053;0.3238;0.2035;1;-6.3402;-3.8475;2.9481;-25.3233;86.8771;-25.5960;0.0420;-0.3242;-0.5464;6;8.9519;2.5314;1.2588;11.7049;13.1440;4.5792;-1.6802;-0.6290;0.0359;1;0;
1684;0;-0.3821;1.9992;9.5619;4.9701;6.0382;-4.7906;-0.1100;0.3597;0.1544;1;-6.5008;-3.3268;3.5915;-38.7654;111.8256;-24.2215;0.0300;-0.3182;-0.5524;6;8.4488;2.2480;1.6499;11.1614;11.5075;6.2109;-1.6474;-0.5709;0.0384;1;0;
1685;0;-0.4430;1.7082;9.5061;5.9516;6.3586;-5.9339;-0.0922;0.3395;0.1381;1;-5.8718;-2.5802;3.6069;-43.7349;133.5731;-20.6039;0.0480;-0.3062;-0.5404;6;8.3278;2.4184;1.2473;9.8225;9.0128;8.2590;-1.6465;-0.5322;0.0574;1;0;
1686;0;-0.3827;1.6497;9.5079;8.7892;6.5736;-6.6414;-0.0920;0.3590;0.1554;1;-5.3519;-2.5225;3.8514;-57.4211;150.2441;-17.9496;0.0300;-0.3182;-0.5524;6;8.8316;2.9862;0.9137;9.5915;7.4200;8.9599;-1.6482;-0.6096;0.0194;1;0;
1687;0;-0.8026;2.1741;9.6107;9.1596;7.0696;-7.4349;-0.1260;0.3617;0.1869;1;-3.5724;-2.5247;4.0613;-66.9336;161.0888;-18.0505;0.0540;-0.3182;-0.5584;6;8.8329;1.9057;0.9129;7.3695;4.5364;10.5397;-1.6799;-0.5914;0.0016;1;0;
1688;0;-1.1711;2.1797;9.1956;9.9051;6.0427;-8.3584;-0.0541;0.3391;0.1737;1;-4.1389;-1.7743;4.4637;-87.2151;171.8219;-11.7269;0.0540;-0.3062;-0.5584;6;8.4945;1.9062;1.0211;7.0055;3.5460;15.9505;-1.6801;-0.5918;-0.0162;1;0;
1689;0;-0.8071;2.3521;9.3749;8.3976;6.1171;-7.9073;-0.1301;0.3593;0.1198;1;-3.1438;-1.2532;5.6564;-93.4220;180.9456;-7.7809;0.0660;-0.3002;-0.5644;6;8.8331;1.7351;0.9127;5.7287;3.5505;17.7708;-1.6634;-0.5900;0.0552;1;0;
1690;0;-0.3900;2.2961;9.1495;7.4655;5.8024;-7.9332;-0.0734;0.3198;0.1385;1;-1.7568;-0.5047;6.3891;-96.1848;190.7218;-7.1776;0.0540;-0.2702;-0.5404;6;8.9461;1.3368;0.8573;2.9855;2.9038;18.3086;-1.6320;-0.5900;0.0203;1;0;
1691;0;-0.2640;2.1172;9.4458;6.1427;5.8175;-7.4550;-0.0723;0.3204;0.1553;1;-2.2022;-0.3283;7.0840;-100.5588;197.7940;-3.1071;0.0660;-0.2762;-0.5464;6;8.8907;1.9057;0.9711;3.7669;1.9558;18.6156;-1.6471;-0.5332;0.0041;1;0;
1692;0;-0.4987;2.2882;9.7897;5.1483;5.4101;-7.3898;-0.1061;0.3426;0.2041;1;-0.4123;0.0171;7.8812;-103.6549;203.0560;-2.2599;0.0600;-0.2582;-0.5524;6;8.8842;2.1329;0.6279;0.7679;-0.0892;19.0270;-1.6633;-0.5527;0.0032;1;0;
1693;0;-0.5623;2.4656;9.6113;2.2514;5.1320;-6.3446;-0.1084;0.3220;0.1532;1;0.4037;-0.3837;8.5978;-113.3599;208.1052;-3.6465;0.0540;-0.2582;-0.5223;6;8.7641;1.5640;0.2248;-2.5397;-1.2363;18.3793;-1.6315;-0.5705;0.0387;1;0;
1694;0;-1.0397;2.5800;9.8349;-4.4759;6.2917;-7.5574;-0.1071;0.3421;0.1873;1;1.1654;0.7122;9.6129;-122.9769;212.6731;-6.9974;0.0420;-0.2402;-0.5584;6;8.8320;1.7919;0.8556;-4.9804;-2.6879;17.7341;-1.6939;-0.5140;0.0571;1;0;
1695;0;-1.0291;2.5727;10.4189;-5.9696;9.6386;-7.9889;-0.0579;0.3562;0.1240;1;1.0305;1.0088;11.6026;-132.3329;214.0304;-13.4648;0.0540;-0.2221;-0.5584;6;7.8621;1.6791;0.5516;-3.7117;-4.3779;18.8502;-1.6790;-0.5527;0.0206;1;0;
1696;0;-0.7315;1.8749;10.1994;-0.0799;15.1205;-11.6036;-0.0170;0.3381;0.1925;1;3.3903;1.8129;12.2957;-133.8334;217.1161;-15.6560;0.0240;-0.2221;-0.5404;6;8.6613;1.2803;0.7948;-5.7790;-4.0161;19.0993;-1.6472;-0.5705;0.0562;1;0;
1697;0;-0.8074;2.5856;9.3720;-1.9609;15.2539;-11.5156;-0.0886;0.3029;0.1704;1;4.6655;2.2169;13.1419;-130.2648;214.8029;-18.9818;0.0120;-0.1861;-0.5464;6;8.2652;1.1670;0.8446;-9.3945;-3.7318;18.3801;-1.6465;-0.5322;0.0574;1;0;
1698;0;-0.8004;2.1143;9.7282;-1.2730;15.5649;-11.2100;-0.1092;0.3409;0.1538;1;5.5293;2.2165;13.3927;-131.2355;210.9783;-23.5930;0.0000;-0.1861;-0.5704;6;8.2030;1.3944;0.5576;-10.4778;-3.9920;17.4272;-1.6299;-0.4935;0.0590;1;0;
1699;0;-0.8061;2.4098;9.4326;0.0859;15.4865;-11.1057;-0.0711;0.3405;0.1894;1;5.9434;2.3340;14.1039;-124.4344;207.1142;-27.7272;-0.0300;-0.1681;-0.5944;6;8.6643;1.3941;0.9666;-8.6837;-4.9835;14.3852;-1.6468;-0.5513;0.0568;1;0;
1700;0;-0.8631;2.4076;9.6067;-2.5243;14.9922;-8.9001;-0.0548;0.2807;0.1216;1;6.2921;2.6798;14.4050;-121.6937;203.1860;-30.9768;-0.0480;-0.1501;-0.6004;6;8.4929;1.5080;0.9063;-7.1645;-4.7882;11.3608;-1.6463;-0.5318;0.0752;1;0;
1701;0;-1.1015;2.2314;9.7215;-4.0558;15.6479;-8.7129;-0.1102;0.3403;0.1370;1;6.5893;2.8544;14.9970;-117.2040;198.7019;-32.7893;-0.0841;-0.1441;-0.6544;6;8.8860;1.5074;0.6847;-6.3294;-4.6831;8.2640;-1.6297;-0.4931;0.0767;1;0;
1702;0;-0.9219;2.1735;9.6670;-5.8399;17.5030;-10.8953;-0.1092;0.3409;0.1538;1;6.9920;2.5089;15.0618;-118.7623;190.8343;-32.8254;-0.1021;-0.1201;-0.6784;6;8.6640;0.8254;0.9089;-6.9785;-3.3764;4.1457;-1.6142;-0.5120;0.0764;1;0;
1703;0;-0.6921;2.4140;9.0843;-12.7424;19.3025;-12.1536;-0.0729;0.3588;0.1732;1;8.1411;2.5653;15.2598;-117.7106;178.8443;-33.5898;-0.1141;-0.1201;-0.7145;6;9.1708;0.6540;0.6892;-5.3606;-3.7483;0.3455;-1.6453;-0.4743;0.0770;1;0;
1704;0;-0.8549;1.8189;10.0228;-13.0755;19.9115;-12.4745;-0.1089;0.2830;0.1185;1;8.5453;3.3133;15.5052;-125.7318;163.2109;-33.8490;-0.1201;-0.0961;-0.7745;6;8.7753;0.8820;0.7966;-4.0035;-3.5032;-1.9056;-1.6304;-0.5315;0.0755;1;0;
1705;0;-1.0427;1.7075;9.6123;-12.4196;20.4687;-12.6551;-0.1066;0.3037;0.1694;1;10.8572;3.8320;16.6646;-123.3913;145.9536;-33.9444;-0.1141;-0.0901;-0.8526;6;8.6697;1.2806;1.2527;-4.2357;-3.0244;-3.4619;-1.6455;-0.4562;0.0243;1;0;
1706;0;-0.6186;1.9382;9.7920;-14.0215;20.1431;-11.7502;-0.1262;0.3423;0.1695;1;9.5923;5.1563;16.5291;-107.9472;124.6051;-32.9555;-0.1021;-0.0720;-0.8886;6;9.4498;1.1084;0.4659;-4.2680;-2.5666;-3.5495;-1.6472;-0.5520;0.0212;1;0;
1707;0;-1.2832;1.5328;9.6103;-15.0014;21.5928;-10.2918;-0.0880;0.2645;0.1525;1;9.4041;5.6706;15.7080;-97.5756;109.5644;-32.8039;-0.0600;-0.0420;-0.9426;6;8.7245;1.1667;1.1391;-2.2721;-1.1998;-1.2322;-1.6460;-0.5126;0.0758;1;0;
1708;0;-0.3307;2.2551;12.4198;-3.9060;23.6929;-4.2040;-0.1249;0.2850;0.1510;1;9.3156;5.8935;14.0677;-81.9708;99.3092;-32.4351;-0.0120;0.0000;-0.9606;6;8.7177;0.7683;0.7382;-1.7720;-0.3005;1.8636;-1.6296;-0.4743;0.0596;1;0;
1709;0;-1.4398;1.8079;10.9466;23.0030;32.3729;0.3211;-0.1445;0.3236;0.1511;1;8.7526;5.8833;11.5389;-84.1844;99.8652;-30.0902;0.0120;0.0240;-0.9546;6;8.9434;0.9386;0.6853;-2.1657;0.3673;4.1238;-1.6143;-0.5308;0.0936;1;0;
1710;0;-1.9322;1.2330;10.3031;30.5669;34.3799;5.5902;-0.1455;0.3230;0.1344;1;8.5459;6.3357;9.7216;-101.3788;108.5795;-24.9714;0.0781;0.0420;-0.9666;6;9.3936;0.7104;0.4645;-3.4718;0.8732;4.9351;-1.6294;-0.4740;0.0773;1;0;
1711;0;-1.3298;2.3980;10.4158;40.0991;38.3789;6.9719;-0.1468;0.3029;0.1002;1;8.3723;7.3137;9.7227;-126.0854;115.2942;-20.4417;0.1201;0.0360;-0.9666;6;8.9966;0.4265;0.4570;-5.2400;0.3256;4.9222;-1.6467;-0.5325;0.0396;1;0;
1712;0;-1.0959;3.5686;10.1134;28.0326;42.9933;6.6084;-0.1249;0.2850;0.1510;1;9.4262;8.9857;11.0974;-145.3164;114.3467;-14.7923;0.1801;0.0660;-0.9546;6;9.7994;0.4828;0.9295;-6.3783;-0.1353;5.2291;-1.6470;-0.5702;0.0740;1;0;
1713;0;-0.3839;4.0412;9.5947;27.3063;45.7299;0.8644;-0.1646;0.3232;0.1166;1;10.5938;10.4848;12.4149;-134.0808;103.9003;-13.5670;0.2221;0.0961;-0.9486;6;9.8583;0.4828;1.0450;-9.1106;-2.1295;4.2194;-1.5984;-0.5304;0.0939;1;0;
1714;0;-0.4373;4.5030;9.9965;11.0796;49.1994;-5.5303;-0.0903;0.2439;0.1016;1;11.4552;11.2318;12.6105;-98.2778;86.7552;-14.9964;0.2642;0.1021;-0.9306;6;10.4253;0.8802;1.0557;-11.4028;-4.1266;3.4117;-1.6460;-0.4942;0.0409;1;0;
1715;0;-0.6653;3.6782;10.6449;0.2080;53.4869;-12.0974;-0.0883;0.2451;0.1351;1;12.8638;10.9936;11.3482;-54.5813;71.4503;-19.9245;0.2882;0.1201;-0.9066;6;10.8837;0.7092;1.2929;-14.6444;-4.9823;7.9266;-1.6448;-0.4548;0.0954;1;0;
